,Tickers
3583,GOAC//U
3584,RF/PR/B
3585,DBEU
3586,ANEB
3587,CLWT
3588,ENVA
3589,DV
3590,CLOU
3591,SPIB
3592,NTR
3593,XSW
3594,PV/WS
3595,PAY
3596,MIN
3597,CRON
3598,KFRC
3599,QLGN
3600,VSEC
3601,CUBS
3602,GERN
3603,NPO
3604,TPH
3605,NMTC
3606,RILYL
3607,GDL
3608,PKOH
3609,EMTY
3610,DCP/PR/C
3611,ADS
3612,COOL/U
3613,MTZ
3614,ARVL/WS
3615,GLHA/WS
3616,FITBO
3617,FINM/WS
3618,IWL
3619,CHE
3620,IFV
3621,MRAD
3622,DHCA/U
3623,BXMX
3624,IRBT
3625,KKR/PR/B
3626,OPER
3627,GCP
3628,NTG
3629,FRD
3630,HARP
3631,JHX
3632,ARBG/U
3633,NFRA
3634,IACB
3635,FCCY
3636,CIR
3637,SWZ
3638,WIMI
3639,BRSP
3640,RAFE
3641,CMU
3642,BCE
3643,HIFS
3644,CMLF
3645,BGH
3646,VRTS
3647,LOPP
3648,GTX
3649,MGU
3650,NFG
3651,NMFC
3652,BLUA/WS
3653,WWR
3654,GENC
3655,HWC
3656,IFMK
3657,LFST
3658,RAAX
3659,OTLK
3660,GFOR
3661,VBF
3662,BRCN
3663,FLIN
3664,VTRS
3665,CLTL
3666,FFIU
3667,ATEN
3668,PIE
3669,FXH
3670,ALDX
3671,SSD
3672,AGRX
3673,NUGT
3674,LCNB
3675,CSAN
3676,ATMR//U
3677,CNCE
3678,EMD
3679,ARGX
3680,BIP/PR/B
3681,EGPT
3682,IINN/WS
3683,PSEC
3684,PTCT
3685,FMBIP
3686,CULP
3687,RZV
3688,TPTX
3689,CDW
3690,PAYA
3691,PNNT
3692,ALGT
3693,XPOA//U
3694,OSMT
3695,ELP
3696,EHI
3697,HCC
3698,LSEA
3699,ARW
3700,LZ
3701,SLMBP
3702,CKX
3703,LFVN
3704,VIV
3705,NSS
3706,VISN
3707,IESC
3708,ZNTL
3709,IVR/PR/C
3710,BELFA
3711,ANGN
3712,COF/PR/H
3713,SHAK
3714,FUNC
3715,EYES/WS
3716,USAC
3717,ALKS
3718,CPLP
3719,RGCO
3720,EWA
3721,CHAQ//U
3722,GNT
3723,EPAM
3724,NGC/WS
3725,SMH
3726,VENAR
3727,AXS
3728,CVI
3729,ENPC
3730,HLM/PR/
3731,EFT
3732,LEVLP
3733,NYMTO
3734,HSTO
3735,SHLD
3736,OVID
3737,FRW
3738,PFX
3739,FIBK
3740,MIDF
3741,SGEN
3742,RZA
3743,SPLB
3744,AQNU
3745,TACA
3746,BMEA
3747,OCA/WS
3748,BOSC
3749,MVRL
3750,TTT
3751,BBMC
3752,EXPR
3753,SKM
3754,WES
3755,MDH
3756,DOL
3757,IDXX
3758,NXGN
3759,BOTJ
3760,MRBK
3761,DUOT
3762,ACA
3763,GGZ/PR/A
3764,GSJY
3765,MYI
3766,SBNYP
3767,FLMI
3768,SUSC
3769,VOR
3770,CLBK
3771,CTAQ/WS
3772,IBDM
3773,QUOT
3774,LOPE
3775,MFC
3776,X
3777,BEDZ
3778,ASM
3779,NETI
3780,QRVO
3781,CDZIP
3782,EMO
3783,AZN
3784,LXU
3785,PXD
3786,CFR
3787,MHO
3788,BJ
3789,OCC
3790,VXF
3791,MVO
3792,UGIC
3793,GSAQ/U
3794,HBANM
3795,HCAT
3796,MMIN
3797,AEAC
3798,ONCS
3799,IX
3800,RES
3801,UP
3802,AMPH
3803,AEM
3804,REAX
3805,REGN
3806,AMNB
3807,RPD
3808,ATCO/PR/I
3809,ABCM
3810,ANAT
3811,SYBX
3812,XFLT
3813,ECNS
3814,AGNCO
3815,FI
3816,PMVC//U
3817,ATRC
3818,SAP
3819,JJS
3820,XSD
3821,STC
3822,SPD
3823,PY
3824,TADS
3825,UDN
3826,FMB
3827,PRN
3828,VIOO
3829,PFBC
3830,STCN
3831,UBOT
3832,PRIF/PR/E
3833,HTFB
3834,PHK
3835,COOL
3836,BGS
3837,HLIO
3838,XWEB
3839,GSIT
3840,AMAT
3841,TRMD
3842,XELA
3843,FLIY
3844,ASXC
3845,DRUA
3846,MCHX
3847,SOGO
3848,APXT
3849,PAYO/WS
3850,AGBA/WS
3851,FTHI
3852,KSPN
3853,REPL
3854,ABM
3855,COKE
3856,OIA
3857,ASB/PR/D
3858,FFA
3859,COWN
3860,HAAC
3861,BTWN/U
3862,SVBI
3863,GLEO
3864,SMBC
3865,CLAS//U
3866,VYMI
3867,OOMA
3868,DBO
3869,CLSM
3870,BOWX/U
3871,LTC
3872,KALA
3873,FNDB
3874,GP
3875,IPVA/WS
3876,ASAX
3877,CEQP
3878,CMDY
3879,OCCIP
3880,DSEY
3881,FXNC
3882,NEON
3883,DMS
3884,ERF
3885,SREV
3886,VHAQ/WS
3887,NIFE
3888,ROP
3889,EVGBC
3890,MLP
3891,RBAC
3892,INPX
3893,CONX
3894,EQH/PR/A
3895,GOAC/WS
3896,AGYS
3897,SIFY
3898,PPIH
3899,EVER
3900,AIN
3901,EWBC
3902,VTAQ/WS
3903,BSBE
3904,EEM
3905,EFOI
3906,ASPL
3907,INDO
3908,RA
3909,FLN
3910,PSA/PR/D
3911,SHM
3912,TEDU
3913,WTRH
3914,CRH
3915,ECOZ
3916,MTL/PR/
3917,PDLB
3918,DXD
3919,HLAH/WS
3920,HGSH
3921,DKDC/U
3922,LPRO
3923,PNTM//U
3924,BIGZ
3925,ENNV/WS
3926,BHVN
3927,FNV
3928,EUSA
3929,OCA//U
3930,LMAO
3931,JQC
3932,BLSA
3933,FEM
3934,PEB/PR/G
3935,BCBP
3936,VERI
3937,LEO
3938,SVVC
3939,AC
3940,SPAQ
3941,RUSL
3942,IGAC/U
3943,ERY
3944,BTEC
3945,SBGI
3946,TPB
3947,FCVT
3948,SGLB/WS
3949,CPHI
3950,ENV
3951,CLNN/WS
3952,GRCY/WS
3953,TEAF
3954,WALD
3955,HD
3956,CVII//U
3957,BHR/PR/D
3958,KMB
3959,DSM
3960,IXUS
3961,XP
3962,FONR
3963,POWWP
3964,QCLN
3965,EXLS
3966,DHI
3967,TWNI
3968,TBBK
3969,VRME
3970,RCRT
3971,GSBD
3972,HYI
3973,GANX
3974,TAN
3975,CELH
3976,MRIN
3977,BUD
3978,IPHA
3979,NI/PR/B
3980,RDCM
3981,FLOW
3982,CSTA
3983,FIEE
3984,LBRDP
3985,UAN
3986,GRES
3987,VIHA/WS
3988,DBTX
3989,TCBK
3990,AXDX
3991,FMAC//U
3992,VSS
3993,POLY
3994,LTRPA
3995,CAH
3996,ESM
3997,NCBS
3998,MCRB
3999,BRZU
4000,GRSV
4001,EVG
4002,AGE
4003,DTN
4004,AUMN
4005,CFMS
4006,EWEB
4007,SHIPZ
4008,TWIN
4009,ADAP
4010,HTPA/WS
4011,VAL
4012,RMO
4013,FITBI
4014,PDOT//U
4015,SINV
4016,VTR
4017,FSSI/U
4018,HTIA
4019,DLO
4020,PWP
4021,PFGC
4022,CRU
4023,EWZS
4024,NWG
4025,LFC
4026,ALX
4027,NEWTZ
4028,AMRN
4029,FTRI
4030,FVT//U
4031,ESM//U
4032,ASND
4033,PSTH/WS
4034,SBII
4035,HTAB
4036,TWLV
4037,JD
4038,JRO
4039,CCOI
4040,KSI
4041,PV
4042,S
4043,ICD
4044,IRBO
4045,IFGL
4046,KTH
4047,TBB
4048,FHB
4049,DEO
4050,NMK/PR/B
4051,BE
4052,RYU
4053,PGR
4054,CCV
4055,NKTR
4056,SRLN
4057,XPDI
4058,LUB
4059,QFTA
4060,FPA
4061,ARL
4062,ACVF
4063,JJP
4064,ASX
4065,IMTX
4066,JBGS
4067,TSBK
4068,KVHI
4069,SBT
4070,JOE
4071,NSTB//U
4072,GOGL
4073,CFLT
4074,FZT/WS
4075,LODE
4076,TBSA/WS
4077,EMCF
4078,FREY
4079,SCCC
4080,TIGO
4081,MCG
4082,LHAA
4083,REGI
4084,AUUD/WS
4085,UHAL
4086,RAAC/WS
4087,FFBW
4088,NORW
4089,GLCN
4090,EOG
4091,UROY
4092,AURC
4093,STIM
4094,KC
4095,AJAX/WS
4096,FEX
4097,TAC
4098,ASTE
4099,CTSH
4100,DCTH
4101,NEM
4102,KERN/WS
4103,PFS
4104,TALO
4105,BMTX/WS
4106,BTAQ/U
4107,MDVL
4108,RMBI
4109,REIT
4110,TRIT/WS
4111,ALCC
4112,PMF
4113,SMOG
4114,TTEC
4115,PEI
4116,THC
4117,GEF
4118,NLOK
4119,SNDL
4120,BSMO
4121,CHK
4122,CPER
4123,RSVAW
4124,QTT
4125,VNQ
4126,VALE
4127,TGTX
4128,BCTX/WS
4129,GRX
4130,QTEC
4131,RNDB
4132,DJD
4133,MATW
4134,USPH
4135,CDXS
4136,AAXJ
4137,CAPL
4138,EQR
4139,KOS
4140,EDSA
4141,PTF
4142,NX
4143,FULC
4144,SUZ
4145,SVOK/U
4146,UK
4147,WNEB
4148,ITQR/U
4149,WIW
4150,CBRE
4151,SPAK
4152,FSK
4153,CFFE/WS
4154,EAT
4155,UGP
4156,WEN
4157,WSO/B
4158,NXU//U
4159,TA
4160,FISI
4161,JHG
4162,VII
4163,BRPM/WS
4164,WEC
4165,AEG
4166,CHIH
4167,MHI
4168,IFN
4169,QLYS
4170,SPLG
4171,CSBR
4172,RF/PR/E
4173,ANDA/WS
4174,YCBD
4175,SMLP
4176,MMLP
4177,QGRO
4178,TEL
4179,WGRO
4180,TPYP
4181,WMB
4182,DLR/PR/J
4183,VIAO
4184,ASAQ/WS
4185,CHX
4186,JAGX
4187,VKI
4188,EXP
4189,FDL
4190,BCTG
4191,ESSC
4192,DCF
4193,GIGB
4194,IDEX
4195,INSG
4196,FAD
4197,STFC
4198,USAI
4199,IBDR
4200,NM
4201,FN
4202,FTAA
4203,ATSG
4204,CZR
4205,EBS
4206,IDN
4207,SCS
4208,SILX
4209,NTST
4210,DGLY
4211,YCL
4212,RERE
4213,BLCM
4214,TNP/PR/D
4215,HROW
4216,CNA
4217,LWAC
4218,MTAC
4219,NTSI
4220,RECS
4221,PFH
4222,HDB
4223,INFU
4224,KBA
4225,KTOS
4226,NBSE
4227,FLXS
4228,SLRC
4229,SRCE
4230,VRAR
4231,MAIN
4232,LCY
4233,LCAH/WS
4234,FTFT
4235,NEWP
4236,UNP
4237,BMTC
4238,ZROZ
4239,SIG
4240,RFAP
4241,ATRS
4242,FSSI/WS
4243,MITA/U
4244,CMS/PR/B
4245,PGRE
4246,SPG
4247,DTEA
4248,NSTG
4249,DGZ
4250,CHSCN
4251,LFTR/U
4252,BYTS/U
4253,BEKE
4254,EIS
4255,MTCN
4256,SPXZ
4257,USX
4258,HOLX
4259,DISH
4260,GME
4261,CSWC
4262,FUMB
4263,ARCB
4264,CBAH
4265,TTI
4266,MITT/PR/A
4267,KN
4268,ULE
4269,ISWN
4270,PCI
4271,SB
4272,COHN
4273,CFB
4274,OBAS
4275,AY
4276,BSY
4277,FOLD
4278,IEZ
4279,GLOP/PR/C
4280,GKOS
4281,PFUT
4282,ONTF
4283,ORMP
4284,TDOC
4285,ZOM
4286,QYLG
4287,IAF
4288,GDXJ
4289,BKT
4290,DYAI
4291,PAGP
4292,ACBA
4293,FWAC
4294,NOMD
4295,ONTX/WS
4296,PLAY
4297,PFFD
4298,CHUY
4299,KOIN
4300,POND
4301,NUHY
4302,VRSN
4303,NRZ/PR/A
4304,SUMO
4305,XITK
4306,FGFPP
4307,IPVF//U
4308,FCX
4309,FHN/PR/F
4310,EUDG
4311,LB
4312,VINC
4313,PFSI
4314,SNV/PR/D
4315,AXON
4316,VTOL
4317,GIGM
4318,LOTZ/WS
4319,PRFZ
4320,GROM
4321,UGE
4322,AOD
4323,AUTL
4324,FLTR
4325,OSW
4326,FTXH
4327,MLPX
4328,DBDR/U
4329,VAW
4330,PBJ
4331,KWEB
4332,KRMA
4333,WTS
4334,CATB
4335,DTY
4336,LHC
4337,MSBI
4338,SPNE
4339,AMD
4340,ECL
4341,RYB
4342,SLQD
4343,UPRO
4344,EPR/PR/G
4345,MUC
4346,CCIV/WS
4347,TRTN/PR/B
4348,TIPX
4349,UCO
4350,EVR
4351,HLG
4352,BHR
4353,DXJ
4354,PSTH
4355,FLIC
4356,HRMY
4357,HZAC
4358,INVZ/WS
4359,HL
4360,RAND
4361,OFSSG
4362,FPXE
4363,SPPP
4364,VIACA
4365,ALBO
4366,CCK
4367,NEE/PR/N
4368,BCOR
4369,GRP//U
4370,WNW
4371,AHAC/WS
4372,MOTV
4373,BAR
4374,XPP
4375,IDRA
4376,TLSA
4377,FTLB
4378,OXSQG
4379,KRBP
4380,QQEW
4381,BYM
4382,EXFO
4383,SBII/WS
4384,KTEC
4385,PUTW
4386,MKGI
4387,TLYS
4388,ALIN/PR/E
4389,HALL
4390,SPKEP
4391,USM
4392,NAD
4393,BLUA
4394,KIRK
4395,CHMI
4396,TPHS
4397,ANSS
4398,BP
4399,FOVL
4400,IIGV
4401,CHWY
4402,COLD
4403,WRB
4404,YINN
4405,MS/PR/E
4406,SM
4407,ATCO/PR/D
4408,FTCV/WS
4409,ALE
4410,AMSWA
4411,DYN
4412,GBOX
4413,TDW/WS/A
4414,LMRKO
4415,CEV
4416,MA
4417,SHAC
4418,BODY
4419,LPX
4420,RACE
4421,UONE
4422,IGM
4423,TMCI
4424,AVB
4425,SRE
4426,PSA/PR/I
4427,IRT
4428,SUPN
4429,QQQA
4430,MEG
4431,GGGV/U
4432,KOCG
4433,UCTT
4434,CLEU
4435,CMAX/WS
4436,NZF
4437,VFL
4438,TNXP
4439,GWX
4440,PPTY
4441,LQDA
4442,KRP
4443,BDSI
4444,JWSM/WS
4445,PLAN
4446,BML/PR/G
4447,MYD
4448,FERG
4449,SMP
4450,IHD
4451,IP
4452,YI
4453,ENVI/WS
4454,LEN/B
4455,FBRX
4456,TGIF
4457,TDSD
4458,BIVI
4459,JHMF
4460,OCFC
4461,REVH/WS
4462,TOMZ
4463,GLBZ
4464,EDTX
4465,AGIO
4466,BWZ
4467,RILYT
4468,CSA
4469,HCI
4470,ZS
4471,EGLX
4472,DRN
4473,GTPA/WS
4474,TWOU
4475,ETG
4476,BIBL
4477,DBRG/PR/G
4478,LGHL/WS
4479,FBC
4480,VWO
4481,GE
4482,BTX
4483,CHIS
4484,NGCA/U
4485,AMPG/WS
4486,SCHC
4487,FMNY
4488,EWCO
4489,UTMD
4490,LYV
4491,CODI/PR/B
4492,AER
4493,KALL
4494,FALN
4495,CHFW/WS
4496,CID
4497,SIXS
4498,LDP
4499,ESGS
4500,IMMR
4501,KCCB
4502,QDEF
4503,DVA
4504,BTEK
4505,IMAC/WS
4506,AIRI
4507,WSBC
4508,EGLE
4509,TW
4510,ELEV
4511,FSLR
4512,BRO
4513,DSU
4514,FMTX
4515,GHRS
4516,SOJC
4517,XTN
4518,BSCR
4519,RWL
4520,SDHY
4521,CETX
4522,NRGX
4523,FLTW
4524,SDOW
4525,SLI
4526,HEDJ
4527,XENT
4528,CFX
4529,GRIN
4530,HUBG
4531,FBND
4532,LOKB//U
4533,MEXX
4534,VVNT
4535,GIG
4536,IIVIP
4537,DASH
4538,QTNT
4539,RLMD
4540,CROC
4541,SPIP
4542,BSJR
4543,IRTC
4544,BILI
4545,LWAY
4546,EPHE
4547,HCDI
4548,XONE
4549,MOG/B
4550,FC
4551,NAAC
4552,POWR/WS
4553,RMRM
4554,SWM
4555,ITRI
4556,OTRA
4557,HUIZ
4558,ORGO
4559,OVV
4560,PERI
4561,SPXB
4562,AIC
4563,PVBC
4564,SCHV
4565,ERUS
4566,PNR
4567,LMAC/U
4568,SYNH
4569,RICE
4570,RTM
4571,EFIX
4572,LAC
4573,MOTN/U
4574,ENVX/WS
4575,GRNV
4576,ULVM
4577,VBK
4578,AGGY
4579,ENPH
4580,RRD
4581,AIV
4582,BCAT
4583,TIOA
4584,HTEC
4585,IDMO
4586,FSV
4587,SHYF
4588,AVRO
4589,LIZI
4590,SBI
4591,CGRN
4592,EMHC
4593,IVAN//U
4594,BIDU
4595,INSW/PR/A
4596,VNDA
4597,BSKY
4598,DBJP
4599,EQNR
4600,DFH
4601,CW
4602,MAT
4603,DNMR
4604,FLC
4605,LGO
4606,MNP
4607,ECOR
4608,GLBL/U
4609,GRNVR
4610,QUS
4611,CMSC
4612,OTEX
4613,PLG
4614,TRGP
4615,NEX
4616,GNPK//U
4617,ADIL/WS
4618,ALB
4619,RCMT
4620,AGEN
4621,DBEH
4622,CD
4623,COVA
4624,MSAC/WS
4625,CLVR
4626,VSSY/WS
4627,SENS
4628,COPX
4629,FRME
4630,CBD
4631,FCEL
4632,MGP
4633,CBON
4634,VLDR/WS
4635,OEF
4636,PSB/PR/X
4637,MSOS
4638,CAPA
4639,SPSM
4640,ADN
4641,TRV
4642,RNDM
4643,EWY
4644,SDGR
4645,DORM
4646,KKR
4647,ITIC
4648,HIMS
4649,LOWC
4650,RY
4651,SBTX
4652,JLS
4653,AXS/PR/E
4654,PFXF
4655,CIM/PR/B
4656,AEIS
4657,HA
4658,RNR/PR/G
4659,IRS/WS
4660,OSTR/WS
4661,LQDT
4662,BDTX
4663,FEP
4664,NMMC
4665,VOOV
4666,HVT
4667,MUDS/U
4668,SCAQ/U
4669,CEY
4670,LDEM
4671,QCOM
4672,ORIA/U
4673,STRE//U
4674,KNL
4675,WAB
4676,VNCE
4677,BYTS
4678,TAK
4679,CMLT/U
4680,GOEV
4681,FITB
4682,OPBK
4683,TGLS
4684,CLDT/PR/A
4685,CNST
4686,ORCC
4687,BPT
4688,TTGT
4689,BWAC/WS
4690,MHD
4691,UNCY
4692,ETI/PR/
4693,CRM
4694,OEC
4695,BNY
4696,LRNZ
4697,ACST
4698,IMGN
4699,APEI
4700,AEB
4701,HMTV
4702,PJT
4703,FEUL
4704,MEUS/WS
4705,IDIV
4706,CHS
4707,BWG
4708,AWI
4709,AKBA
4710,MXIM
4711,ONOF
4712,RILY
4713,UPV
4714,CURO
4715,MASS
4716,REX
4717,BFZ
4718,RAVN
4719,DXPE
4720,GDO
4721,ADTN
4722,AGO/PR/F
4723,MBOX
4724,SDCI
4725,SXQG
4726,DIM
4727,GUT/PR/A
4728,MPC
4729,EEMS
4730,TT
4731,AL/PR/A
4732,MCAE
4733,CL
4734,LFTR/WS
4735,FHN/PR/C
4736,DTF
4737,FFNW
4738,BVH
4739,ACBI
4740,HEZU
4741,NE
4742,VOSO
4743,PRS
4744,ATO
4745,AFINP
4746,AXLA
4747,EGP
4748,CGABL
4749,CXSE
4750,DVD
4751,BIOC
4752,OZON
4753,VCLT
4754,EXPO
4755,NSSC
4756,SQFT
4757,DEW
4758,FLGE
4759,ZTAQ/U
4760,APTV
4761,GBRG
4762,EDV
4763,DBRG
4764,RMNI
4765,CTK
4766,ADC
4767,BHFAP
4768,CARR
4769,MTW
4770,AMYT
4771,REFR
4772,SLF
4773,XOMA
4774,PVL
4775,BSN
4776,DFS
4777,ROUS
4778,AJG
4779,XM
4780,UXIN
4781,MMI
4782,SGDJ
4783,MOTS
4784,PCQ
4785,IMPL
4786,NMG
4787,BILL
4788,CWB
4789,POLA
4790,FINM/U
4791,VBTX
4792,TRS
4793,GDYN
4794,GOOS
4795,CBIO
4796,CLI
4797,LHCG
4798,NBN
4799,PPX
4800,ARLP
4801,FDIV
4802,INOV
4803,CIG/C
4804,DUNE
4805,EJAN
4806,TCRR
4807,MTNB
4808,PNRG
4809,GLP/PR/B
4810,ORLA
4811,FTAA/WS
4812,LZB
4813,NMR
4814,UTL
4815,KXI
4816,HOWL
4817,URTY
4818,CXDC
4819,AFIN
4820,OCAX/U
4821,SGOC
4822,FVAM
4823,NRZ
4824,NSTC/WS
4825,VABS
4826,CLAA
4827,SMLE
4828,WERN
4829,VICR
4830,NIMC
4831,NXTP
4832,INBKL
4833,CAE
4834,GLOG/PR/A
4835,NEBC/U
4836,LU
4837,PINS
4838,BOX
4839,NGAC/WS
4840,RGNX
4841,TPST
4842,GOLF
4843,GBT
4844,IVR
4845,BSCO
4846,RWO
4847,IBOC
4848,TCOM
4849,TLGA
4850,IOO
4851,EMBD
4852,PAVM
4853,IFF
4854,RGC
4855,SND
4856,DNAD
4857,KSTR
4858,SVC
4859,CTA/PR/A
4860,HTY
4861,GGTrw
4862,HTBI
4863,ITW
4864,LIVK
4865,GIGE
4866,CELC
4867,IMTE
4868,SDG
4869,SHIP
4870,SNII
4871,EQD//U
4872,TPX
4873,CLMT
4874,AVAL
4875,NRG
4876,PULM
4877,INS
4878,VEMCU
4879,BEP
4880,NLS
4881,KRE
4882,CHAA
4883,GBRG/U
4884,ICOL
4885,BPYU
4886,IHRT
4887,PCEF
4888,AHL/PR/E
4889,FRC/PR/I
4890,IYW
4891,OMP
4892,PTIX
4893,DAC
4894,SBFG
4895,SQNS
4896,NCV/PR/A
4897,GB
4898,NUVB/WS
4899,KINZ/WS
4900,NMRK
4901,ASLN
4902,ANDA/U
4903,CVRX
4904,BICK
4905,FUTU
4906,FF
4907,CMCM
4908,NAZ
4909,BOE
4910,ADOCR
4911,UHT
4912,LEA
4913,RAIL
4914,ERIE
4915,VTIP
4916,WPG/PR/I
4917,EARS
4918,AMH/PR/G
4919,KSA
4920,FACA/WS
4921,KFVG
4922,EASG
4923,IIII
4924,RWVG
4925,NGC
4926,HWBK
4927,SLAC
4928,FDT
4929,LBRDK
4930,IIII/WS
4931,BZQ
4932,RKTA
4933,VELO/U
4934,ZBRA
4935,BUI
4936,HMHC
4937,CHKEL
4938,KLDW
4939,MMAT
4940,FOX
4941,UBX
4942,LEV/WS
4943,RCB
4944,BPOP
4945,OTIC
4946,SOS
4947,QAI
4948,NVMI
4949,FBIZ
4950,KLDO
4951,NS/PR/B
4952,ACEV
4953,CFXA
4954,OKTA
4955,BTCM
4956,CUZ
4957,RPT
4958,EUFX
4959,HUGS/WS
4960,IPDN
4961,GLSPT
4962,PDAC
4963,GBNY
4964,NMMC/U
4965,KPLT/WS
4966,SONO
4967,WRB/PR/H
4968,BSTZ
4969,BTB
4970,CEN
4971,IFBD
4972,CDNS
4973,IMTM
4974,DIOD
4975,JJE
4976,PTY
4977,ATHN/WS
4978,ENS
4979,ARI
4980,PK
4981,TDAC/WS
4982,TWLV/U
4983,GLQ
4984,IBP
4985,DSKE/WS
4986,INKA/U
4987,CHH
4988,LOAN
4989,GGT
4990,FDEU
4991,PDM
4992,ALUS/U
4993,ISZE
4994,EDC
4995,PAYO
4996,OTTR
4997,DRV
4998,MNR/PR/C
4999,DESP
5000,INKM
5001,GIGG/WS
5002,NIQ
5003,ETO
5004,PAIC
5005,FRWA/WS
5006,CCRV
5007,TIOA/WS
5008,CNVY
5009,ESP
5010,ALHC
5011,AWYX
5012,CHCO
5013,RVP
5014,CASY
5015,PCG/PR/B
5016,BLES
5017,MILE
5018,MLAC
5019,KNBE
5020,MXE
5021,NTB
5022,SLVO
5023,MDLZ
5024,SPHQ
5025,ALXO
5026,FLCO
5027,VGK
5028,FPL
5029,JO
5030,GWB
5031,H
5032,TLND
5033,AZAL
5034,GPRK
5035,PRPL
5036,UBP
5037,ARNC
5038,SUNS
5039,SXI
5040,NWFL
5041,TMBR
5042,KAHC
5043,FLAC/WS
5044,ADV
5045,GIWW/U
5046,TSPA
5047,AGX
5048,ILCG
5049,VONG
5050,FUSN
5051,GM
5052,AGZD
5053,PAK
5054,RBC
5055,SPFR/WS
5056,WY
5057,DSSI
5058,TCDA
5059,BKD
5060,GSEV
5061,CMRE/PR/B
5062,CVY
5063,IPGP
5064,MRSN
5065,BDCX
5066,CVGI
5067,LFEQ
5068,ODFL
5069,ALL/PR/I
5070,FTAI
5071,DHF
5072,KARS
5073,OTRA/WS
5074,HT
5075,RYJ
5076,SCHK
5077,SIVB
5078,DXR
5079,NUVA
5080,NEGG
5081,SPSB
5082,PYN
5083,APGB//U
5084,AJRD
5085,SAIC
5086,DLHC
5087,SVFA/WS
5088,KEJI
5089,FLYW
5090,RTPY/WS
5091,ALRS
5092,ENFA/U
5093,KESG
5094,BX
5095,APSG
5096,CGA
5097,MLM
5098,DNB
5099,GIWW/WS
5100,SPR
5101,SGRP
5102,DHY
5103,SE
5104,UNH
5105,CDLX
5106,VG
5107,MOO
5108,CIO
5109,SIXH
5110,PDSB
5111,RBCN
5112,PIFI
5113,YVR
5114,RMGB/WS
5115,BXC
5116,STKS
5117,FBHS
5118,WBT
5119,RDI
5120,SIEB
5121,ARR/PR/C
5122,SOXL
5123,PCPC//U
5124,PUK/PR/
5125,PETZ
5126,KUKE
5127,FNY
5128,CBLI
5129,TACA//U
5130,MOTV//U
5131,CTS
5132,IH
5133,DSPG
5134,ESSC/U
5135,ROM
5136,RILYI
5137,SAFT
5138,FLRT
5139,REKR
5140,AESE
5141,HEXO
5142,OXBR/WS
5143,ACIW
5144,ABBV
5145,ENTA
5146,GSL
5147,SFB
5148,RCUS
5149,AGM/A
5150,EDTX/WS
5151,OGI
5152,SSTK
5153,CBO/PR/A
5154,ASHX
5155,FRG
5156,NP
5157,VMBS
5158,AQB
5159,TMV
5160,BOTZ
5161,NTEC
5162,VCKA/U
5163,SPNV//U
5164,GSQB//U
5165,HOVNP
5166,SEIC
5167,SPOT
5168,IAI
5169,PSR
5170,HZON//U
5171,TXG
5172,WBA
5173,EPWR
5174,GLDM
5175,MCW
5176,SNES
5177,FAZ
5178,UIS
5179,NEP
5180,EWQ
5181,AVTR
5182,PDOT
5183,CCAC
5184,HBANP
5185,BBN
5186,PCF
5187,MNKD
5188,MTD
5189,SSAA/WS
5190,NGAB//U
5191,NOM
5192,TRMT
5193,WST
5194,CYH
5195,SCPE//U
5196,NESR
5197,ETTX
5198,PTMN
5199,PBR
5200,USB/PR/Q
5201,PRIF/PR/H
5202,TMPM/U
5203,CHIK
5204,MITO
5205,MMT
5206,BLK
5207,DS
5208,MARA
5209,UPC
5210,TWNI//U
5211,LQD
5212,EMPW//U
5213,HPP
5214,STPC/WS
5215,NLY/PR/G
5216,ATVI
5217,EXPD
5218,FXC
5219,CCS
5220,AAIC/PR/C
5221,BIOT/WS
5222,CNXT
5223,KRUS
5224,IACB//U
5225,SKLZ/WS
5226,NYCB/PR/U
5227,SAM
5228,TENB
5229,GNW
5230,PNTM
5231,SSYS
5232,XNET
5233,VTWV
5234,AKIC/U
5235,IVOV
5236,GTS
5237,CCRC
5238,MDH/WS
5239,CRZN/WS
5240,FAAR
5241,SPTI
5242,MBII
5243,MPACR
5244,OAK/PR/A
5245,FSNB
5246,EAI
5247,BRG
5248,KBWY
5249,JUPW/WS
5250,MSP
5251,CSL
5252,EBAY
5253,KEN
5254,LHC/WS
5255,LEMB
5256,MBAC/WS
5257,CNSL
5258,ZH
5259,CODX
5260,IGSB
5261,CLAA/WS
5262,VTRN
5263,TZOO
5264,MCD
5265,VRTX
5266,SB/PR/C
5267,ARRW
5268,PGZ
5269,ICLR
5270,HCKT
5271,MCEF
5272,USEG
5273,CND
5274,ECOM
5275,IVOG
5276,DCBO
5277,FNHC
5278,HEQ
5279,AEFC
5280,CFA
5281,HFWA
5282,SFYX
5283,GAMC/WS
5284,CETXP
5285,TESS
5286,FCPT
5287,OTLK/WS
5288,OEPW
5289,CMP
5290,RAAS
5291,MPX
5292,CNP/PR/B
5293,WDC
5294,XVOL
5295,CLDS
5296,CBMB
5297,AUTO
5298,SA
5299,USDP
5300,LEXX
5301,HASI
5302,VPCB/WS
5303,TPC
5304,ZHDG
5305,RYAAY
5306,AFG
5307,KIO
5308,VCNX
5309,FTCI
5310,BKNG
5311,TRND
5312,USB/PR/A
5313,BJK
5314,KRNY
5315,YGMZ
5316,DFPH/WS
5317,BIL
5318,CURV
5319,HIX
5320,SUMR
5321,HBI
5322,GAM
5323,PMT/PR/A
5324,BIZD
